id,name,current_party,current_district,current_chamber,given_name,family_name,gender,email,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_voice,capitol_fax,district_address,district_voice,district_fax,twitter,youtube,instagram,facebook,wikidata
ocd-person/c2c81ffc-f4b1-40f4-96b0-6309f89902ee,Betsy Holland,Democratic,54,lower,Betsy,Holland,,betsy.holland@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/holland-betsy-4943.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=4943&Session=27;https://www.legis.ga.gov/members/house/4943?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=4943&Session=27;https://www.legis.ga.gov/members/house/4943?session=1029;https://www.legis.ga.gov/members/house/4943?session=1029;https://www.legis.ga.gov/api/members/detail/4943?session=1029&chamber=1,,,,"535 Pine Tree Drive NE; Atlanta, GA 30305",331-303-0507,,,,,,
ocd-person/4dc87191-fa52-4c2f-bc9c-8823a8b4c882,Bill Cowsert,Republican,46,upper,Bill,Cowsert,,bill.cowsert@senate.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/cowsert-bill-9.jpg,http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=9&Session=27;https://www.legis.ga.gov/members/senate/9?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=9&Session=27;https://www.legis.ga.gov/members/senate/9?session=1029;https://www.legis.ga.gov/members/senate/9?session=1029;https://www.legis.ga.gov/api/members/detail/9?session=1029&chamber=2,,,,"P.O. Box 512; Athens, GA 30603",706-543-7700,706-543-7731,,,,,
ocd-person/4a9ef816-9130-4510-a19e-3124e3f2aeed,Bill Hitchens,Republican,161,lower,Bill,Hitchens,,bill.hitchens@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/hitchens-bill-823.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=823&Session=27;https://www.legis.ga.gov/members/house/823?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=823&Session=27;https://www.legis.ga.gov/members/house/823?session=1029;https://www.legis.ga.gov/members/house/823?session=1029;https://www.legis.ga.gov/api/members/detail/823?session=1029&chamber=1,,,,"2440 Rincon-Stillwell Rd.; Rincon, GA 31326",,,,,,,
ocd-person/adefd0ba-43cd-4aae-9321-12f67e57ac8a,Bill Werkheiser,Republican,157,lower,Bill,Werkheiser,,bill.werkheiser@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/werkheiser-bill-863.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=863&Session=27;https://www.legis.ga.gov/members/house/863?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=863&Session=27;https://www.legis.ga.gov/members/house/863?session=1029;https://www.legis.ga.gov/members/house/863?session=1029;https://www.legis.ga.gov/api/members/detail/863?session=1029&chamber=1,,,,"P.O. Box 27; Glennville, GA 30427",912-237-0145,,,,,,
ocd-person/23dfc274-73d1-45df-b381-67e597cf0b84,Bill Yearta,Republican,152,lower,Bill,Yearta,,bill.yearta@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/yearta-bill-4969.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=4969&Session=27;https://www.legis.ga.gov/members/house/4969?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=4969&Session=27;https://www.legis.ga.gov/members/house/4969?session=1029;https://www.legis.ga.gov/members/house/4969?session=1029;https://www.legis.ga.gov/api/members/detail/4969?session=1029&chamber=1,,,,"114 Carriage Lane; Sylvester, GA 31791",229-776-2047,,,,,,
ocd-person/449db918-10b7-4fa7-a047-eb9de416dce3,Billy Hickman,Republican,4,upper,Billy,Hickman,,billy.hickman@senate.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/hickman-billy-4972.jpg,https://www.legis.ga.gov/members/senate/4972?session=1029,https://www.legis.ga.gov/members/senate/4972?session=1029;https://www.legis.ga.gov/members/senate/4972?session=1029;https://www.legis.ga.gov/api/members/detail/4972?session=1029&chamber=2,,,,"P.O. Box 25; Statesboro, GA 30459",912-682-5819,,,,,,
ocd-person/96307d79-07d4-4f59-9dd3-b7f994d566d5,Billy Mitchell,Democratic,88,lower,Billy,Mitchell,,billy.mitchell@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/mitchell-billy-172.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=172&Session=27;https://www.legis.ga.gov/members/house/172?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=172&Session=27;https://www.legis.ga.gov/members/house/172?session=1029;https://www.legis.ga.gov/members/house/172?session=1029;https://www.legis.ga.gov/api/members/detail/172?session=1029&chamber=1,,,,"PO Box 88; Stone Mountain, GA 30086",,770-465-8888,,,,,
ocd-person/e9c5a2fc-3354-49e1-ac29-783502155fe7,Blake Tillery,Republican,19,upper,Blake,Tillery,,blake.tillery@senate.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/tillery-blake-4908.jpg,http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=4908&Session=27;https://www.legis.ga.gov/members/senate/4908?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=4908&Session=27;https://www.legis.ga.gov/members/senate/4908?session=1029;https://www.legis.ga.gov/members/senate/4908?session=1029;https://www.legis.ga.gov/api/members/detail/4908?session=1029&chamber=2,,,,"404 Durden Street; Vidalia , GA 30474",912-537-3030,,,,,,
ocd-person/60bb96c4-f20c-4918-b88b-d7857341e5f4,Bo Hatchett,Republican,50,upper,Bo,Hatchett,,bo.hatchett@senate.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/hatchett-bo-4984.jpg,https://www.legis.ga.gov/members/senate/4984?session=1029,https://www.legis.ga.gov/members/senate/4984?session=1029;https://www.legis.ga.gov/members/senate/4984?session=1029;https://www.legis.ga.gov/api/members/detail/4984?session=1029&chamber=2,,,,"P.O. Box 2706; Clarkesville, GA 30523",,,,,,,
ocd-person/08452f85-2530-4c39-8309-22ca020b848e,Bonnie Rich,Republican,97,lower,Bonnie,Rich,,bonnie.rich@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/rich-bonnie-4949.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=4949&Session=27;https://www.legis.ga.gov/members/house/4949?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=4949&Session=27;https://www.legis.ga.gov/members/house/4949?session=1029;https://www.legis.ga.gov/members/house/4949?session=1029;https://www.legis.ga.gov/api/members/detail/4949?session=1029&chamber=1,,,,"P.O. Box 663; Suwanee, GA 30024",,,,,,,
ocd-person/933a841a-19d6-42c2-a046-991ff9903a23,Brad Thomas,Republican,21,lower,Brad,Thomas,,brad.thomas@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/thomas-brad-4991.jpg,https://www.legis.ga.gov/members/house/4991?session=1029,https://www.legis.ga.gov/members/house/4991?session=1029;https://www.legis.ga.gov/members/house/4991?session=1029;https://www.legis.ga.gov/api/members/detail/4991?session=1029&chamber=1,,,,"2210 Holly Springs Pkwy; Unit 1280; Holly Springs, GA 30115",678-224-1490,,,,,,
ocd-person/8d6562cb-cdd0-405f-a165-8463cde26594,Brandon Beach,Republican,21,upper,Brandon,Beach,,brandon.beach@senate.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/beach-brandon-840.jpg,http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=840&Session=27;https://www.legis.ga.gov/members/senate/840?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=840&Session=27;https://www.legis.ga.gov/members/senate/840?session=1029;https://www.legis.ga.gov/members/senate/840?session=1029;https://www.legis.ga.gov/api/members/detail/840?session=1029&chamber=2,,,,"3100 Brierfield Road; Alpharetta, GA 30004",678-640-1811,,,,,,
ocd-person/a53e6bbd-a5b8-436b-94ae-bebf957c5b61,Brian Prince,Democratic,127,lower,Brian,Prince,,brian.prince@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/prince-brian-847.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=847&Session=27;https://www.legis.ga.gov/members/house/847?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=847&Session=27;https://www.legis.ga.gov/members/house/847?session=1029;https://www.legis.ga.gov/members/house/847?session=1029;https://www.legis.ga.gov/api/members/detail/847?session=1029&chamber=1,,,,"P.O. Box 14264; Augusta, GA 30919",706-364-4230,,,,,,
ocd-person/3a5721a0-d848-40d0-a48a-66b797e7d7d9,Brian Strickland,Republican,17,upper,Brian,Strickland,,brian.strickland@senate.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/strickland-brian-835.jpg,http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=835&Session=27;https://www.legis.ga.gov/members/senate/835?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=835&Session=27;https://www.legis.ga.gov/members/senate/835?session=1029;https://www.legis.ga.gov/members/senate/835?session=1029;https://www.legis.ga.gov/api/members/detail/835?session=1029&chamber=2,,,,"P.O. Box 1895; McDonough, GA 30253",,,,,,,
ocd-person/4caaa1f0-95fb-4206-a65f-19e47ae5a509,Bruce Thompson,Republican,14,upper,Bruce,Thompson,,bruce.thompson@senate.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/thompson-bruce-844.jpg,http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=844&Session=27;https://www.legis.ga.gov/members/senate/844?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=844&Session=27;https://www.legis.ga.gov/members/senate/844?session=1029;https://www.legis.ga.gov/members/senate/844?session=1029;https://www.legis.ga.gov/api/members/detail/844?session=1029&chamber=2,,,,"25 Hawks Branch Lane; White, GA 30184",,,,,,,
ocd-person/13b7af1b-5b56-481b-a81a-2001846188a6,Bruce Williamson,Republican,115,lower,Bruce,Williamson,,bruce.williamson@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/williamson-bruce-778.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=778&Session=27;https://www.legis.ga.gov/members/house/778?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=778&Session=27;https://www.legis.ga.gov/members/house/778?session=1029;https://www.legis.ga.gov/members/house/778?session=1029;https://www.legis.ga.gov/api/members/detail/778?session=1029&chamber=1,,,,"PO Box 430; Monroe, GA 30655",770-267-2566,,,,,,
ocd-person/d40576ac-fbc0-4b42-98ee-f6362063784d,Buddy DeLoach,Republican,167,lower,Buddy,DeLoach,,buddy.deloach@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/deloach-buddy-303.jpg,https://www.legis.ga.gov/members/house/303?session=1029,https://www.legis.ga.gov/members/house/303?session=1029;https://www.legis.ga.gov/members/house/303?session=1029;https://www.legis.ga.gov/api/members/detail/303?session=1029&chamber=1,,,,"2689 Sutherland Bluff Dr NE; Townsend, GA 31331",,,,,,,
ocd-person/ddfab174-3a42-42c0-946e-0ce3169c4d1b,Burt Jones,Republican,25,upper,Burt,Jones,,burt.jones@senate.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/jones-burt-805.jpg,http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=805&Session=27;https://www.legis.ga.gov/members/senate/805?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=805&Session=27;https://www.legis.ga.gov/members/senate/805?session=1029;https://www.legis.ga.gov/members/senate/805?session=1029;https://www.legis.ga.gov/api/members/detail/805?session=1029&chamber=2,,,,"264 Alabama Blvd; Jackson, GA 30233",770-775-4880,770-234-6752,,,,,
ocd-person/9a8fc67a-f6b7-4e54-8d3e-8945750d3c84,Butch Miller,Republican,49,upper,Butch,Miller,,butch.miller@senate.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/miller-butch-719.jpg,http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=719&Session=27;https://www.legis.ga.gov/members/senate/719?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=719&Session=27;https://www.legis.ga.gov/members/senate/719?session=1029;https://www.legis.ga.gov/members/senate/719?session=1029;https://www.legis.ga.gov/api/members/detail/719?session=1029&chamber=2,,,,"2420 Browns Bridge Road; Gainesville, GA 30504",,,,,,,
ocd-person/842218b5-88ae-4ba8-8395-756bf3340e16,Butch Parrish,Republican,158,lower,Butch,Parrish,,butch.parrish@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/parrish-butch-183.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=183&Session=27;https://www.legis.ga.gov/members/house/183?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=183&Session=27;https://www.legis.ga.gov/members/house/183?session=1029;https://www.legis.ga.gov/members/house/183?session=1029;https://www.legis.ga.gov/api/members/detail/183?session=1029&chamber=1,,,,"132 Victory Drive; Swainsboro, GA 30401",478-237-3838,,,,,,
ocd-person/7df3b776-3c59-4274-9459-7d3b284be2c4,CaMia Hopson,Democratic,153,lower,CaMia,Hopson,,camia.hopson@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/hopson-camia-4963.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=4963&Session=27;https://www.legis.ga.gov/members/house/4963?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=4963&Session=27;https://www.legis.ga.gov/members/house/4963?session=1029;https://www.legis.ga.gov/members/house/4963?session=1029;https://www.legis.ga.gov/api/members/detail/4963?session=1029&chamber=1,,,,"345 W. Broad Ave; #1145; Albany, GA 31701",229-513-1900,,,,,,
ocd-person/563be0cd-4957-42eb-91e6-d7e5740842a7,Calvin Smyre,Democratic,135,lower,Calvin,Smyre,,calvinsmyre@synovus.com,,,,https://www.legis.ga.gov/api/images/default-source/portraits/smyre-calvin-216.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=216&Session=27;https://www.legis.ga.gov/members/house/216?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=216&Session=27;https://www.legis.ga.gov/members/house/216?session=1029;https://www.legis.ga.gov/members/house/216?session=1029;https://www.legis.ga.gov/api/members/detail/216?session=1029&chamber=1,,,,"PO Box 181; Columbus, GA 319020120",706-649-2243,706-649-2479,,,,,
ocd-person/98850c9f-1c37-4177-9ad8-17d2b4d3c8d4,Carden Summers,Republican,13,upper,Carden,Summers,,carden.summers@senate.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/summers-carden-4971.jpg,http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=4971&Session=27;https://www.legis.ga.gov/members/senate/4971?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.senate.ga.gov/SENATORS/en-US/member.aspx?Member=4971&Session=27;https://www.legis.ga.gov/members/senate/4971?session=1029;https://www.legis.ga.gov/members/senate/4971?session=1029;https://www.legis.ga.gov/api/members/detail/4971?session=1029&chamber=2,,,,"108 East 13th Avenue; Cordele, GA 31015",,,,,,,
ocd-person/562e162f-2a60-441c-956b-11db12eef266,Carl Gilliard,Democratic,162,lower,Carl,Gilliard,,carl.gilliard@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/gilliard-carl-4881.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=4881&Session=27;https://www.legis.ga.gov/members/house/4881?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=4881&Session=27;https://www.legis.ga.gov/members/house/4881?session=1029;https://www.legis.ga.gov/members/house/4881?session=1029;https://www.legis.ga.gov/api/members/detail/4881?session=1029&chamber=1,,,,,,,,,,,
ocd-person/0f5a9273-2fc6-458f-af59-b75070a1dc76,Carolyn Hugley,Democratic,136,lower,Carolyn,Hugley,,carolyn.hugley@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/hugley-carolyn-133.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=133&Session=27;https://www.legis.ga.gov/members/house/133?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=133&Session=27;https://www.legis.ga.gov/members/house/133?session=1029;https://www.legis.ga.gov/members/house/133?session=1029;https://www.legis.ga.gov/api/members/detail/133?session=1029&chamber=1,,,,"PO Box 6342; Columbus, GA 319176342",,,,,,,
ocd-person/0d75f0d9-0242-4f72-b4f3-1cd085eb26b6,Charlice Byrd,Republican,20,lower,Charlice,Byrd,,charlice.byrd@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/byrd-charlice-75.jpg,http://www1.legis.ga.gov/legis/2011_12/house/bios/byrdCharlice.htm;https://www.legis.ga.gov/members/house/75?session=1029,http://www1.legis.ga.gov/legis/2011_12/house/bios/byrdCharlice.htm;https://www.legis.ga.gov/members/house/75?session=1029;https://www.legis.ga.gov/members/house/75?session=1029;https://www.legis.ga.gov/api/members/detail/75?session=1029&chamber=1,,,,"PO Box 505; Woodstock, GA 30188",,,,,,,
ocd-person/d79c3e9b-b73d-416b-9bfd-8a0338d8256c,Chris Erwin,Republican,28,lower,Chris,Erwin,,chris.erwin@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/erwin-chris-4965.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=4965&Session=27;https://www.legis.ga.gov/members/house/4965?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=4965&Session=27;https://www.legis.ga.gov/members/house/4965?session=1029;https://www.legis.ga.gov/members/house/4965?session=1029;https://www.legis.ga.gov/api/members/detail/4965?session=1029&chamber=1,,,,"P.O. Box 501029; Atlanta, GA 31150",,,,,,,
ocd-person/42517dd7-eccb-4d22-a795-cbd010b69ee6,Chuck Martin,Republican,49,lower,Charles,Martin,,chuck.martin@house.ga.gov,,,,https://www.legis.ga.gov/api/images/default-source/portraits/martin-chuck-164.jpg,http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=164&Session=27;https://www.legis.ga.gov/members/house/164?session=1029,http://webservices.legis.ga.gov/GGAServices/Members/Service.svc?wsdl;http://www.house.ga.gov/Representatives/en-US/member.aspx?Member=164&Session=27;https://www.legis.ga.gov/members/house/164?session=1029;https://www.legis.ga.gov/members/house/164?session=1029;https://www.legis.ga.gov/api/members/detail/164?session=1029&chamber=1,,,,"11770 Haynes Bridge RoadSuite 205-544; Alpharetta, GA 30004",,,,,,,
