govpackpub_id,govpack_id,fec_id,usio_id,opensecrets_id,district_ocd_id,openstates_id,committee_id,Name,name_first,name_middle,name_last,nickname,name_prefix,name_suffix,party,state,status,district,ethnicity,race,gender,education,occupation,Office,email_official,email_other,email_campaign,Bio,date_of_birth,date_of_death,Image,website_campaign,website_official,website_personal,address_capitol,phone_capitol,fax_capitol,address_district,phone_district,fax_district,contact_form_url,address_campaign,phone_campaign,date_assumed_office,appointed_by,appointed_data,confirmed_date,term_end_data,congress_year,twitter_official,twitter_personal,twitter_campaign,instagram_official,instagram_personal,instagram_campaign,facebook_official,facebook_personal,facebook_campaign,linkedin,rumble,gab,RSS,thomas ID,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,google_entity_id,Ballotpedia URL,propublica URL,Ballotpedia Office ID,State
,,,,,ocd-division/country:us/state:ca/cd:11,,,John Dennis,John,,Dennis,,,,Republican Party,,,California District 11,,,Male,,,U.S. House California District 11,n/a,,info@johndennis.com,,,,,https://www.johndennisforcongress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"1592 Union Street Box 347, San Francisco, CA 94123",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,https://www.twitter.com/RealJohnDennis,n/a,,https://www.instagram.com/realjohndennis/,n/a,https://www.facebook.com/JohnhDennis,https://www.facebook.com/johndennis2020,https://www.linkedin.com/in/john-dennis-aa1b876/,,,,,,,,,27601,,,,,https://ballotpedia.org/John_Dennis_(California),,6338,CA
,,,,,ocd-division/country:us/state:ca/cd:11,,,Nancy Pelosi,Nancy,,Pelosi,,,,Democratic Party,,,California District 11,,,Female,,,U.S. House California District 11,,,teampelosi@gmail.com,,,,,https://www.pelosiforcongress.org,,,,,,,,,,"1459 18th St #359, San Francisco, CA 94107",,,,,,,,,,https://www.twitter.com/TeamPelosi,,,https://www.instagram.com/team_pelosi/,,,https://www.facebook.com/pelosiforcongress/,,,,,,,,,,41614,,,,,https://ballotpedia.org/Nancy_Pelosi,,6338,CA
,,,,,ocd-division/country:us/state:ca/cd:12,,,Barbara Lee,Barbara,,Lee,,,,Democratic Party,,,California District 12,,,Female,,,U.S. House California District 12,,,blee.campaign@gmail.com,,,,,https://barbaraleeforcongress.org,,,,,,,,,,"333 HEGENBERGER ROAD, SUITE 369, OAKLAND, CA 94621",510-850-5283,,,,,,,,,https://www.twitter.com/BLeeForCongress,,,https://www.instagram.com/bleeforcongress/,,,https://www.facebook.com/BarbaraLeeforCongress/,,,,,,,,,,3288,,,,,https://ballotpedia.org/Barbara_Lee_(California),,11769,CA
,,,,,ocd-division/country:us/state:ca/cd:12,,,Stephen Slauson,Stephen,,Slauson,,,,Republican Party,,,California District 12,,,Male,,,U.S. House California District 12,n/a,sslau99950@aol.com,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,,,,,,,,,,298261,,,,,https://ballotpedia.org/Stephen_Slauson,,11769,CA
,,,,,ocd-division/country:us/state:ca/cd:12,,,Barbara Lee,Barbara,,Lee,,,,Democratic Party,,,California District 12,,,Female,,,U.S. House California District 12,,,blee.campaign@gmail.com,,,,,https://barbaraleeforcongress.org,,,,,,,,,,"333 HEGENBERGER ROAD, SUITE 369, OAKLAND, CA 94621",510-850-5283,,,,,,,,,https://www.twitter.com/BLeeForCongress,,,https://www.instagram.com/bleeforcongress/,,,https://www.facebook.com/BarbaraLeeforCongress/,,,,,,,,,,3288,,,,,https://ballotpedia.org/Barbara_Lee_(California),,11769,CA
,,,,,ocd-division/country:us/state:ca/cd:12,,,Stephen Slauson,Stephen,,Slauson,,,,Republican Party,,,California District 12,,,Male,,,U.S. House California District 12,n/a,sslau99950@aol.com,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,,,,,,,,,,298261,,,,,https://ballotpedia.org/Stephen_Slauson,,11769,CA
,,,,,ocd-division/country:us/state:ca/cd:13,,,Adam Gray,Adam,,Gray,,,,Democratic Party,,,California District 13,,,Male,,,U.S. House California District 13,n/a,,,,,,,https://www.adamgrayforcongress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"P.O. Box 1229, Merced, CA 95341",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,https://www.instagram.com/caadamgray/,n/a,https://www.facebook.com/adam.gray.357,https://www.facebook.com/AdamGrayAD21,https://www.linkedin.com/in/adam-gray-b8b7377/,,,,,,,,,270,,,,,https://ballotpedia.org/Adam_Gray,,6655,CA
,,,,,ocd-division/country:us/state:ca/cd:13,,,John Duarte,John,,Duarte,,,,Republican Party,,,California District 13,,,,,,U.S. House California District 13,n/a,,,,,,,https://www.johnduarteforcongress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,,,,,,,,,,350537,,,,,https://ballotpedia.org/John_Duarte,,6655,CA
,,,,,ocd-division/country:us/state:ca/cd:13,,,Adam Gray,Adam,,Gray,,,,Democratic Party,,,California District 13,,,Male,,,U.S. House California District 13,n/a,,,,,,,https://www.adamgrayforcongress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"P.O. Box 1229, Merced, CA 95341",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,https://www.instagram.com/caadamgray/,n/a,https://www.facebook.com/adam.gray.357,https://www.facebook.com/AdamGrayAD21,https://www.linkedin.com/in/adam-gray-b8b7377/,,,,,,,,,270,,,,,https://ballotpedia.org/Adam_Gray,,6655,CA
,,,,,ocd-division/country:us/state:ca/cd:13,,,John Duarte,John,,Duarte,,,,Republican Party,,,California District 13,,,,,,U.S. House California District 13,n/a,,,,,,,https://www.johnduarteforcongress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,,,,,,,,,,,350537,,,,,https://ballotpedia.org/John_Duarte,,6655,CA
,,,,,ocd-division/country:us/state:ca/cd:14,,,Eric Swalwell,Eric,,Swalwell,,,,Democratic Party,,,California District 14,,,Male,,,U.S. House California District 14,,,info@ericswalwell.com,,,,,https://ericswalwell.com,,,,,,,,,,"Post Office Box 2847, Dublin, CA 94568",925-230-8567,,,,,,,,,https://www.twitter.com/ericswalwell,,,https://www.instagram.com/ericswalwell/,,,https://www.facebook.com/EricMSwalwell,https://www.linkedin.com/in/eric-swalwell-2346aa4b/,,,,,,,,,17433,,,,,https://ballotpedia.org/Eric_Swalwell,,20588,CA
,,,,,ocd-division/country:us/state:ca/cd:14,,,Alison Hayden,Alison,,Hayden,,,,Republican Party,,,California District 14,,,Female,,,U.S. House California District 14,n/a,aahayden@hotmail.com,,,,,,https://alison4congress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.twitter.com/Elled26,https://www.twitter.com/Alison4Congress,n/a,,https://www.instagram.com/alisonhayden2020,n/a,,,https://www.linkedin.com/in/alison-hayden-42aa70a,,,,,,,,,320347,,,,,https://ballotpedia.org/Alison_Hayden,,20588,CA
,,,,,ocd-division/country:us/state:ca/cd:14,,,Eric Swalwell,Eric,,Swalwell,,,,Democratic Party,,,California District 14,,,Male,,,U.S. House California District 14,,,info@ericswalwell.com,,,,,https://ericswalwell.com,,,,,,,,,,"Post Office Box 2847, Dublin, CA 94568",925-230-8567,,,,,,,,,https://www.twitter.com/ericswalwell,,,https://www.instagram.com/ericswalwell/,,,https://www.facebook.com/EricMSwalwell,https://www.linkedin.com/in/eric-swalwell-2346aa4b/,,,,,,,,,17433,,,,,https://ballotpedia.org/Eric_Swalwell,,20588,CA
,,,,,ocd-division/country:us/state:ca/cd:14,,,Alison Hayden,Alison,,Hayden,,,,Republican Party,,,California District 14,,,Female,,,U.S. House California District 14,n/a,aahayden@hotmail.com,,,,,,https://alison4congress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.twitter.com/Elled26,https://www.twitter.com/Alison4Congress,n/a,,https://www.instagram.com/alisonhayden2020,n/a,,,https://www.linkedin.com/in/alison-hayden-42aa70a,,,,,,,,,320347,,,,,https://ballotpedia.org/Alison_Hayden,,20588,CA
,,,,,ocd-division/country:us/state:ca/cd:15,,,Kevin Mullin,Kevin,,Mullin,,,,Democratic Party,,,California District 15,,,Male,,,U.S. House California District 15,n/a,,,,,,,https://www.kevinmullinforcongress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"P.O. Box 869, Belmont, CA 94002",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,https://www.twitter.com/kevinmullin,n/a,https://www.instagram.com/kevin.mullin,,n/a,https://www.facebook.com/kevincmullin,https://www.facebook.com/kevinmullinforcongress/,https://www.linkedin.com/in/kevin-mullin-516a281/,,,,,,,,,32589,,,,,https://ballotpedia.org/Kevin_Mullin_(California),,5009,CA
,,,,,ocd-division/country:us/state:ca/cd:15,,,David Canepa,David,,Canepa,,,,Democratic Party,,,California District 15,,,Male,,,U.S. House California District 15,n/a,,info@davidcanepa.com,,,,,https://davidcanepa.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"1618 Sullivan Ave. #497, Daly City, CA 94015‪",415-506-8393‬,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,https://www.twitter.com/davidcanepa,n/a,,https://www.instagram.com/davidcanepa/,n/a,https://www.facebook.com/davidcanepa1975,https://www.facebook.com/DavidCanepaCA/,https://www.linkedin.com/in/davidcanepa/,,,,,,,,,342271,,,,,https://ballotpedia.org/David_Canepa,,5009,CA
,,,,,ocd-division/country:us/state:ca/cd:15,,,Kevin Mullin,Kevin,,Mullin,,,,Democratic Party,,,California District 15,,,Male,,,U.S. House California District 15,n/a,,,,,,,https://www.kevinmullinforcongress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"P.O. Box 869, Belmont, CA 94002",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,https://www.twitter.com/kevinmullin,n/a,https://www.instagram.com/kevin.mullin,,n/a,https://www.facebook.com/kevincmullin,https://www.facebook.com/kevinmullinforcongress/,https://www.linkedin.com/in/kevin-mullin-516a281/,,,,,,,,,32589,,,,,https://ballotpedia.org/Kevin_Mullin_(California),,5009,CA
,,,,,ocd-division/country:us/state:ca/cd:15,,,David Canepa,David,,Canepa,,,,Democratic Party,,,California District 15,,,Male,,,U.S. House California District 15,n/a,,info@davidcanepa.com,,,,,https://davidcanepa.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"1618 Sullivan Ave. #497, Daly City, CA 94015‪",415-506-8393‬,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,https://www.twitter.com/davidcanepa,n/a,,https://www.instagram.com/davidcanepa/,n/a,https://www.facebook.com/davidcanepa1975,https://www.facebook.com/DavidCanepaCA/,https://www.linkedin.com/in/davidcanepa/,,,,,,,,,342271,,,,,https://ballotpedia.org/David_Canepa,,5009,CA
,,,,,ocd-division/country:us/state:ca/cd:16,,,Anna Eshoo,Anna,,Eshoo,,,,Democratic Party,,,California District 16,,,Female,,,U.S. House California District 16,,,anna@annaeshoo4congress.com,,,,,https://annaeshoo4congress.com,,,,,,,,,,"555 BRYANT STREET BOX 335, PALO ALTO, CA 94301",650-328-3700,,,,,,,,,https://www.twitter.com/Eshoo4Congress,,,https://www.instagram.com/annageshoo/,,,https://www.facebook.com/Eshoo4Congress,https://www.linkedin.com/in/anna-eshoo-b0392095/,,,,,,,,,2239,,,,,https://ballotpedia.org/Anna_Eshoo,,8379,CA
,,,,,ocd-division/country:us/state:ca/cd:16,,,Rishi Kumar,Rishi,,Kumar,,,,Democratic Party,,,California District 16,,,Male,,,U.S. House California District 16,n/a,,voterishikumar@gmail.com,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"2200 Laurelwood Road, Santa Clara, CA 95054",408-805-5993,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,https://www.twitter.com/RishiKumar1,n/a,,https://www.instagram.com/rishikumarforcongress/,n/a,https://www.facebook.com/rishi,,https://www.linkedin.com/in/rickkumar/,,,,,,,,,318314,,,,,https://ballotpedia.org/Rishi_Kumar,,8379,CA
,,,,,ocd-division/country:us/state:ca/cd:16,,,Anna Eshoo,Anna,,Eshoo,,,,Democratic Party,,,California District 16,,,Female,,,U.S. House California District 16,,,anna@annaeshoo4congress.com,,,,,https://annaeshoo4congress.com,,,,,,,,,,"555 BRYANT STREET BOX 335, PALO ALTO, CA 94301",650-328-3700,,,,,,,,,https://www.twitter.com/Eshoo4Congress,,,https://www.instagram.com/annageshoo/,,,https://www.facebook.com/Eshoo4Congress,https://www.linkedin.com/in/anna-eshoo-b0392095/,,,,,,,,,2239,,,,,https://ballotpedia.org/Anna_Eshoo,,8379,CA
,,,,,ocd-division/country:us/state:ca/cd:16,,,Rishi Kumar,Rishi,,Kumar,,,,Democratic Party,,,California District 16,,,Male,,,U.S. House California District 16,n/a,,voterishikumar@gmail.com,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"2200 Laurelwood Road, Santa Clara, CA 95054",408-805-5993,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,https://www.twitter.com/RishiKumar1,n/a,,https://www.instagram.com/rishikumarforcongress/,n/a,https://www.facebook.com/rishi,,https://www.linkedin.com/in/rickkumar/,,,,,,,,,318314,,,,,https://ballotpedia.org/Rishi_Kumar,,8379,CA
,,,,,ocd-division/country:us/state:ca/cd:17,,,Ro Khanna,Ro,,Khanna,,,,Democratic Party,,,California District 17,,,Male,,,U.S. House California District 17,,,ro@rokhanna.com,,,,,https://www.rokhanna.com,,,,,,,,,,"PO Box 3513, Santa Clara, CA 95051",408-458-9183,,,,,,,,,https://www.twitter.com/RoKhanna,,,https://www.instagram.com/rokhannausa/,,https://www.facebook.com/profile.php?id=316995,https://www.facebook.com/RoKhannaUSA,https://www.linkedin.com/in/ro-khanna-72a8013/,,,,,,,,,47027,,,,,https://ballotpedia.org/Ro_Khanna,,5549,CA
,,,,,ocd-division/country:us/state:ca/cd:17,,,Ritesh Tandon,Ritesh,,Tandon,,,,Republican Party,,,California District 17,,,Male,,,U.S. House California District 17,n/a,ritesh.tandon@gmail.com,ritesh@tandonforcongress.com,,,,,https://www.tandonforcongress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"P.O. Box 730143, San Jose, CA 95173",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,https://www.instagram.com/tandonforcongress/,n/a,https://www.facebook.com/rtandon12,https://www.facebook.com/TandonforCongress,https://www.linkedin.com/in/riteshtandonprofile/,,,,,,,,,321580,,,,,https://ballotpedia.org/Ritesh_Tandon,,5549,CA
,,,,,ocd-division/country:us/state:ca/cd:17,,,Ro Khanna,Ro,,Khanna,,,,Democratic Party,,,California District 17,,,Male,,,U.S. House California District 17,,,ro@rokhanna.com,,,,,https://www.rokhanna.com,,,,,,,,,,"PO Box 3513, Santa Clara, CA 95051",408-458-9183,,,,,,,,,https://www.twitter.com/RoKhanna,,,https://www.instagram.com/rokhannausa/,,https://www.facebook.com/profile.php?id=316995,https://www.facebook.com/RoKhannaUSA,https://www.linkedin.com/in/ro-khanna-72a8013/,,,,,,,,,47027,,,,,https://ballotpedia.org/Ro_Khanna,,5549,CA
,,,,,ocd-division/country:us/state:ca/cd:17,,,Ritesh Tandon,Ritesh,,Tandon,,,,Republican Party,,,California District 17,,,Male,,,U.S. House California District 17,n/a,ritesh.tandon@gmail.com,ritesh@tandonforcongress.com,,,,,https://www.tandonforcongress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"P.O. Box 730143, San Jose, CA 95173",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,https://www.instagram.com/tandonforcongress/,n/a,https://www.facebook.com/rtandon12,https://www.facebook.com/TandonforCongress,https://www.linkedin.com/in/riteshtandonprofile/,,,,,,,,,321580,,,,,https://ballotpedia.org/Ritesh_Tandon,,5549,CA
,,,,,ocd-division/country:us/state:ca/cd:18,,,Zoe Lofgren,Zoe,,Lofgren,,,,Democratic Party,,,California District 18,,,Female,,,U.S. House California District 18,,,info@zoelofgren.com,,,,,https://zoelofgren.com,,,,,,,,,,"PO Box 913, San Jose, CA 95113",202-821-5203,,,,,,,,,https://www.twitter.com/ZoeLofgren,,,,,https://www.facebook.com/zoe.lofgren.1,https://www.facebook.com/zoelofgrenforcongress,https://www.linkedin.com/in/zoe-lofgren-036458123/,,,,,,,,,58946,,,,,https://ballotpedia.org/Zoe_Lofgren,,877,CA
,,,,,ocd-division/country:us/state:ca/cd:18,,,Peter Hernandez,Peter,,Hernandez,,,,Republican Party,,,California District 18,,,,,,U.S. House California District 18,n/a,,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,https://www.facebook.com/peterhernandezforcongress/,,,,,,,,,,352107,,,,,https://ballotpedia.org/Peter_Hernandez,,877,CA
,,,,,ocd-division/country:us/state:ca/cd:18,,,Zoe Lofgren,Zoe,,Lofgren,,,,Democratic Party,,,California District 18,,,Female,,,U.S. House California District 18,,,info@zoelofgren.com,,,,,https://zoelofgren.com,,,,,,,,,,"PO Box 913, San Jose, CA 95113",202-821-5203,,,,,,,,,https://www.twitter.com/ZoeLofgren,,,,,https://www.facebook.com/zoe.lofgren.1,https://www.facebook.com/zoelofgrenforcongress,https://www.linkedin.com/in/zoe-lofgren-036458123/,,,,,,,,,58946,,,,,https://ballotpedia.org/Zoe_Lofgren,,877,CA
,,,,,ocd-division/country:us/state:ca/cd:18,,,Peter Hernandez,Peter,,Hernandez,,,,Republican Party,,,California District 18,,,,,,U.S. House California District 18,n/a,,,,,,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,n/a,,,n/a,,https://www.facebook.com/peterhernandezforcongress/,,,,,,,,,,352107,,,,,https://ballotpedia.org/Peter_Hernandez,,877,CA
,,,,,ocd-division/country:us/state:ca/cd:19,,,Jimmy Panetta,Jimmy,,Panetta,,,,Democratic Party,,,California District 19,,,Male,,,U.S. House California District 19,,,info@jimmypanetta.com,,,,,https://www.jimmypanetta.com,,,,,,,,,,"Post Office Box 103, Carmel Valley, CA 93924",831-238-7742,,,,,,,,,https://www.twitter.com/JimmyPanetta,,,https://www.instagram.com/jimmypanettaforcongress/,,,https://www.facebook.com/JimmyPanettaForCongress/,,,,,,,,,,26428,,,,,https://ballotpedia.org/Jimmy_Panetta,,14678,CA
,,,,,ocd-division/country:us/state:ca/cd:19,,,Jeff Gorman,Jeff,,Gorman,,,,Republican Party,,,California District 19,,,Male,,,U.S. House California District 19,n/a,,,,,,,https://gormanforcongress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"215 West Franklin Street Suite 312, Monterey, CA 93940",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.twitter.com/GormanCongress,https://www.twitter.com/JeffGormanMRY,n/a,,https://www.instagram.com/accounts/jeffgorman4congress/,n/a,https://www.facebook.com/jeffrey.gorman.98,,https://www.linkedin.com/in/jeffgorman831/,,,,,,,,,321452,,,,,https://ballotpedia.org/Jeff_Gorman_(California),,14678,CA
,,,,,ocd-division/country:us/state:ca/cd:19,,,Jimmy Panetta,Jimmy,,Panetta,,,,Democratic Party,,,California District 19,,,Male,,,U.S. House California District 19,,,info@jimmypanetta.com,,,,,https://www.jimmypanetta.com,,,,,,,,,,"Post Office Box 103, Carmel Valley, CA 93924",831-238-7742,,,,,,,,,https://www.twitter.com/JimmyPanetta,,,https://www.instagram.com/jimmypanettaforcongress/,,,https://www.facebook.com/JimmyPanettaForCongress/,,,,,,,,,,26428,,,,,https://ballotpedia.org/Jimmy_Panetta,,14678,CA
,,,,,ocd-division/country:us/state:ca/cd:19,,,Jeff Gorman,Jeff,,Gorman,,,,Republican Party,,,California District 19,,,Male,,,U.S. House California District 19,n/a,,,,,,,https://gormanforcongress.com/,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,,"215 West Franklin Street Suite 312, Monterey, CA 93940",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.twitter.com/GormanCongress,https://www.twitter.com/JeffGormanMRY,n/a,,https://www.instagram.com/accounts/jeffgorman4congress/,n/a,https://www.facebook.com/jeffrey.gorman.98,,https://www.linkedin.com/in/jeffgorman831/,,,,,,,,,321452,,,,,https://ballotpedia.org/Jeff_Gorman_(California),,14678,CA
